text,original_label,sentiment
"@nikhrast se popolnoma strinjam s teboj. V Sloveniji se pojavlja specifika, da si vsak želi imeti dobro plačano službo, ki ima vse zgoraj našteto, ter po možnosti še kakšno ugodnost več. 

Žal pa živimo v času, ko je preveč brezposelnih, predvsem zaradi enega vidika. Vse več je namreč visoko izobraženih ljudi, po podatkih OECD-ja je stopnja visoko izobraženih ljudi v Sloveniji porasla iz 11,7% v letu 1991 na kar 22,6% v letu 2008. Sicer bi po nekaterih projekcijah v Sloveniji do leta 2020 potrebovali vsaj 31,3% visoko izobraženega kadra, a z ekonomsko krizo se je to verjetno, kar precej spremenilo. Problem kjer se odraža stopnja visoko izobraženega prebivalstva pa je v tem, da za njih ni pravih služb. Kar pomeni, da so za poklice, kjer njihova izobrazba ni zahtevana, prekvalificirani in zato po eni strani neuporabni, saj bi morali plačati več kot je potrebno za njih. Tako imamo velik del visoko izobraženega brezposelnega prebivalstva. Stvari pa bi se znale izboljšati v bodočem letu, saj je spremenjena oblika študentskega dela veliko manj ""prijazna"" do delodajalcev, že zaradi večje stopnje obdavčitve, zato lahko morda pričakujemo v prihodnje več zaposlitev za določen čas in posledično manj študentskega dela.",1,positive
"V Spaniji se dobi diesel po 0,857. V Franciji podobno.",0,neutral
"Upam, da bomo složni in bomo vsi proti Ukrajini!",1,positive
"Recimo ,da se v veloiki meri strinjjam.
Vendar je treba vse za orožje sposobne med 18 in 50 vrniti nazaj in s pomočjo mednarodnih sil in urjenja poslati nazaj v boj za svoboditev  njihovih držav nato pa  bo EU in drugi pomagali ,da se lahko domov vrnejo ženske in otroci.",0,neutral
"V tej državi itak vse crkuje.
Pa naj še Branik",-1,negative
Bravo čestitke!!!!!!,1,positive
"Ali je europsko gospodarstvo sposobno asorbirat tako tevilo kandidatov za delavna mesta, kakor kaže gospodarska in finančana situacija na svetovnem trgu slabo kaže. Beguaci bodo ostali v begunskih centrih težje bodo prihajali do dela stanje se bo radikaliziralo prihajalo bo konfliktov z avtohtonim prebivalstvom. politika se bo radikalizirala na plano bodo prišle skrajno desne stranke, ki se bojo napajale iz bazena sovratva do tujcev in drugačnih. Večina predvsem južnih držav ima veliko brezposelnost in gospodarstva , ki niso sposobna odpirati nova delavna mesta, profitirala bodo predvsem severne države, ki imajo probleme z staranjem prebivalstva. V prvem valu prihajajo mladi z izobraženi in večinoma samski ali so družine pustili doma te bojo asorbirale severne države, južnim državam bo ostal drugi val to bo revnejši ne izobraženi tudi starejši bolni in tako se bo situacija še radikalno poslabšala, prvi val bo potegnil za sabo še drugi val.
Si predstavljate, da bodo prihajali v miljonih ne v tisočih.",-1,negative
"medivan
Kolikor vem, se je Gartner oglasil s tem, ko je dejal, naj Aco Sitar kar veselo raziskuje naprej, vendar brez tega, da v svoje raziskave kakor koli vpleta njegovo ime...",-1,negative
"Naj vam zaupam, da ne verjamem, da bodo Slovenijo rešili zajedalci, ki poleg plače dobijo za dvomljive usluge še najmanj 100.000 evrov, za katere mora garati vsaj 250 delavcev vse leto! Denar za korupcijo in privilegije nam kradejo vsak mesec iz naših kuvert. Vsak mesec vsakemu ukradejo vsaj 200 €",-1,negative
Nč se ne bo zvedlo pametnege...tole je samo kost da jo mi butci grizemo...če so morali molčati o tem...se je samo za vprašat kaj vse se je dejansko dogajalo...krizo so pa tako ali tako umetno nardil da pokupijo pa si nagrabijo še več kar je možno...čudi me da kitajci nč ne jamrajo o krizi ...,-1,negative
"Skrben pregled kupca, kaj je ugotovil, da kupuje čisto nekaj drugega kot naši levi demagogi prodajajo.",-1,negative
"Takoj bi morali napraviti zamenjavo. Nazaj poklicati Hitlerja in Merklovo odstraniti, pa bi bil red v nekaj dneh.",-1,negative
Bežigrad05. :),0,neutral
Ubijanje,-1,negative
"cipras ti pa si še večji idiot od ""našega"" pingvina. upam da te
grki pošljejo tam kamor spadaš, gnoj jedan parazitski",-1,negative
"Veliko sluza, sline in en kup puhlic, pa še kakšna veleumna fraza bo padla in jo boste novinarji na velik zvon obešali.",-1,negative
"@genniuuss
Pejd mal doga vokat.",-1,negative
"Bravo naši! Jutri sledi Finska, nato pa še Nizozemska,
mislim, da smo na dobri poti celo do prvega mesta v skupini!
Predvsem Finska bo trd oreh, Nizozemska pa bi mogla pasti!",1,positive
"Plače niso problem, problem je nekompetentno vodenje države. 

Kdo je, kako kaj dovolil oceniti in prenesti v upravljanju komu ali čemu in pod kakšnimi pogoji. Je eden rekel: ""oceniti so dali neki frankfurtski instituciji, ki je ocenjevala po nekakšnih zakompliciranih formulah, ki pa so tajne?""

Pa vas lepo prosim vprašam, o čem to govori oblast? O plačah tujih strokovnjakov, ki jih je oblast nastavila in sprejela pogoje, ki jih sedaj kritizira?",-1,negative
"Pa kaj boš pričakoval če pa država regulira cene.
V Severni Ameriki je liter padel pod en dolar, polovična cena kot v Sloveniji.",-1,negative
"Ma, ni drugega Avstrijcem je svinjarija spet uspela. Vedeli so, da imajo vse z nizkimi številkami, zato so postavili progo, ki se je hitro uničila. Ob enem, pa so zablokirali Tino in Švicarke, ki jim je bolj všeč smukaški sv.",-1,negative
@Dammy Model je zmagu s svojimi razlagami. Vse kar je gor na Švedskem čaka nas...,-1,negative
"melanholik:
Primerjaš jabolka in hruške.
Velik (1.9,2.0,več) bencinski turbomotor se pelje enako dobro kot primerljivo velik dizel. Osebne izkušnje kažejo da je bolj tiha in mirna vožnja z velikim turbobencinarjem. Atmosferski bencinarji pa imajo več hrupa, več pretikanja, pa še kaj. Ampak potem primerjaj to s SDI, pa bo fer. Prisilno polnjenje pač spremeni pogoje igre, konkretno.",-1,negative
"@Peacemaker:
Eto, poslovna priložnost. Postaneš generalni uvoznik za takšne nepremičnine. Kamot ceno daš na 80.000€, pa boš ti lepo služil, pa mi bomo poceni kupovali.",1,positive
"@COLD

Misliš KAZASTANSKI klub z imenom Astana, ali preveč boli, če jo omenim?",0,neutral
"Očitno bo potrebno obračunati z levico, ki uničuje državo praktično v vsem poosamosvojitvenem obdobju na 45 let podlage. Enkrat bo ljudem prekipelo in takrat ne bodo na ulicah plačani ""vstajniki"". Takrat bodo prišli Slovenci po račune  za vse bedarije socialistične in post-socialistične elite. Takrat ne bo zrežiranih vstaj ampak bo gorelo po vsej državi.
Takrat bodo vsi svetovni mediji videli bes naroda, ki bo znorel po skoraj 60-letnem poneumljanju rdečih filozofov in družbenih inženirjev.",-1,negative
"20.05.2015 Sreda v sredo - 12 oddaja - samostojna zgodovinarka  dr. Tamara Griesser Pečar

https://www.youtube.com/watch?v=OWIDMo3aDOo",0,neutral
"NAJNOVIJA VEST :-)

""Autobusi sa izbeglicama preusmereni ka Hrvatskoj

Autobusi koji su prethodnih dana prevozili izbeglice iz Preševa ka
granici sa Mađarskom preusmeravaju se na Šid i granicu s Hrvatskom,
javlja reporter B92.""


www.b92.net/info/ves...id=1039798

So zastavice in transparenti dobrodošlice v Sloveniji že
pripravljeni?:-)",-1,negative
"hvala k***, da majo nafto sosedje po 1,2 eur, pa tud manj :)
Včasih so oni pri nas, zdaj pa mi pri njim.",-1,negative
"@the law: se strinjam glede obdavčitve plač. 

Če imaš pri nas plačo 1500+ neto, te obdavčijo, kot da si tajkun (42%). Od teh davkov seveda nimaš nič: pravijo, da naj si sami šparamo za penzijo, zdravstvo je ku*cu... Jaz bi TAKOJ vzela svojo bruto plačo in sama poskrbela za penzijo in zdravstveno zavarovanje, pa seveda naša družba temelji na temelju solidarnosti. Samo kaj, ko ne vem, kdo bo solidaren z mano, ko bom jaz to potrebovala...",-1,negative
carji,1,positive
"eh, res ni podvijane privatizacije pri nas.
ko nimamo več lastne farbike, da ti speče kruh, sflašira mleko, zvari pivo, naredi čevlje, smuči, nalovi ribe, proda špecarijo ponudi poštne storitve, ti pripelje kam z avionom, ti ponudi svoj hotel ali toplice itd itd (če ponekod malo pretiravam, ali pa niti ne preveč).
ko bobo kmalu na tapeti še vode (tričert gozda ima itak vatikan) in napremičnine, energetika in infrastruktura (kolikor je še ni prodane), to je še edinoe, kar je ostalo..",-1,negative
"@a-rod; Če hočemo, da gre cena še bolj dol, bi moral sedaj tečaj €/$ narasti iz cca 1,10 kolikor je sedaj na nekje med 1,3 in 1,4....
Osebno močno dvomim, da se to lahko zgodi...bo prej na 1,00..",-1,negative
"Miran,  srečno na poti in brez nezgod !",1,positive
"Še večji genialec kot Janković, je Janša. Pa sploh ne ciljam na
število nepremičnin.

Od leta 1993, ko je prevzel stranko SDS, je Janša izgubil vse
volitve - razen ene. Na zadnjih je celo odločno izgubil, pa je
kljub temu postal predsednik vlade. Pa ga Finance še kar imajo za
""odrešitelja"". Izjemno in neponovljivo. Tudi v svetovnem merilu.",-1,negative
"Kakšen lažnivec je ta čurin, kaj misli,da nismo nikoli šli naprej
od Kranjske Gore.Pa kaj se svet konča na meji v Ratečah ali
Korenskem sedlu?Niti slučajno niste konkurenčni ne pri
namestitvah,ne pri hrani,ne pri pijači,čeprav ne vem kaj bi tu
lahko ponudili več,kot ponujajo v Prisanku ali Larixu angleškim
starostnikom za manj kot 30 EU.Da ne govorim o ponudbi na in ob
smučišču.Tu so naši ponudniki še globoko v 60 letih prejšnjega
stoletja.Obenem pa so večino žičnic in hotelov ob žičnicah sezidali
z evropskim in državnim denarjem,pa ni vozovnica ali penzion nič
cenejši.Še urne smuke ni,ker se ne da zaslužit brez truda kajne?V
Kranjski Gori pričakujejo,da plačaš samo,da si tam.Razvoja ne
bo,ker ni ljudi z vizijo,tisti,ki pa so, so tam zaradi
zvez,poznanstev in kar je še pribežališč za nesposobne
vendar lojalne kadre.",-1,negative
"Dolgovi na zahodu naraščajo astronomsko, tako pri prebivalcih kot na nivoju države, države so razprodale svoje imetje, vse ostalo si lasti peščica, 1%. Brezposelnost, vojni begunci in zjebano okolje - to je alternativa socializmu?",-1,negative
"Mačkon Janša je zadnji kateri ima moralne in etične lastnosti za to, da nekoga poziva k odstopu. Janša ni dokazal nobenih vodilnih ali kot vi pravite komandantskih sposobnosti, on je le izpopolnjen v duhu diverzantskih akcij. Seveda ta vlada ni sposobna, slovenija pa ne potrebuje vojaških akcij, saj ona z nobeno silo niti z orožjem ne more zaustaviti to begunsko krizo. Če pa ta vlada tudi odstopi, saj ni drugega kateri bi bil na vidiku, da prevzame vodienje države, dokler ne pride trojka in ne uredi slovenski politični prostor po zakonitostih zzahodne civilizacije.",-1,negative
"Ja,sem se prepričal,lažnivec.Ali pa si zamenjal levo in desno.Zdaj pa hitro na maškarado....Heineken slavi.",-1,negative
stigec .. domzale so vas nabile z starejsimi decki. z poubeci ko s jim kocine niso pognale.. da pa manka šokota pa vršič pa se nebi hvalil.. tak vete kolko zegna pa ROOOK je bilo spregledanih da ste kao najbolsa ekipa spomladi.. idi raje playstation spilat z atekom :),-1,negative
"@the law1

Pa tukaj imamo temo o lepi slovenski rasti, tako da o Grčiji nadaljujva, ko bo tema o Grčiji.

Te veseli, da smo lani imeli 3% gospodarsko rast in da se ta nadaljuje tudi letos?",1,positive
"inteligenca, bodi srečen da imamo kaj pisati o njej, ker o moških nimamo kaj za pisati, razen to, da se včasih kdo uvrsti v finalno vožnjo, ali da noben ni prišel tja.",1,positive
zdej pa za Miami navijat :),1,positive
"Iz clanka je razvidno, da se pri turisticnih promocijah lokalni serifi poberejo svoj davek. ;)",-1,negative
"Cene v tržnem gospodarstvu so rezultat ponudbe in povpraševanja. Primerjava z drugimi državami nima funkcijske povezave, le naivnemu posnemanju je lahko namenjena.",-1,negative
"Zame je se vedno najvecji zmagovalec na volitvah Srb - Milosevic,
da ne bo pomote, ki je na volitvah dobil 105% glasov (ali tako
nekako).",-1,negative
"K_ris# 01.11.2015 ob 21:16..........Če bi za slednje kdorkoli organiziral proteste, se jih z največjim veseljem udeležim. Ker to pa je dvojna svinjarija, prva je imenovanje te ekipe, druga pa je, da se nas ima očitno za povsem neumne.
_________
K_ris: Nimam veliko časa _ vendar bi si že nekako našel čas za (protest) to bando lopovsko.
_________
Lep pozdrav",-1,negative
"Še premalo člankov je o njej. Takšne šampionke kot je Tina, Slovenija nebo več videla 150 let. Imamo srečo in čast, da živimo v Tinini eri.",1,positive
"Pahor za Združene države Evrope.

Traparija na kvadrat. In kdo bo kralj ZDE kajti kar nekaj držav je
monarhij ?",-1,negative
"Ja, na koncu vsakega leta se število brezposelnih drastično poveča, saj diplomanti zaklučijo s svojim delom na faksu in se pridružijo množici na zavodu. Za zmanjšanje brezposelnosti mladih je nujna predvsem reforma študentskega dela, saj študentski servisi pošteno obirajo študente, ampak seveda je bila ta zavrnjena na referendumu dve in pol lezi nazaj. Zahvalimo se velikemu vodji in njegovi hujskaški ekipi. 3-krat NE, ali kako se je že glasilo ...",-1,negative
"Moja zena prav da bi Giani lahko tud njo treniral, vse za zmago :)",1,positive
Zasluženo so prejeli zadnji gol... saj s tako ne fer oz. grobo igro in odnosom Lazareviča ko je porinil Ukrajinca ne zaslužijo evropskega prvenstva.,-1,negative
P ti M Merklca...kaj si naredila iz moje domovine.,-1,negative
"Slovenska politika je prepojena s
plenilsko logiko, pravi minister in prvak Zaresa Gregor Golobič. O
sebi in svojih pa poudarja, da so pri tem izjema.
Sociopat, verjetno kar največji v slovenski politiki.",-1,negative
"Ce slovenci nebi trpeli za pomanjkanjem pozornosti in obcutka pomembnosti, bi gladko bojkotirali najbolj pomembno nogometno tekmo leta, za teh norih 28 eurov... 

Ampak ja.. facebook generacija bo placala  kolikor bo treba, da se lahko pridejo pokazat in slikat.... navijal bo kdo drug. In dokler to nzs ve, bojo nabijali cene v visave",-1,negative
Vogrinec na fotografiji precej spominja na teto Pehto iz filma Kekec.,-1,negative
"Ker je tale novinar bolj skromen pri svojem spominu in je neizmerno subjektiven bom pa jaz dodal:

Tora Berger je na svetovnem prvenstvu v šestih tekmah osvojila prav toliko medalj. Od tega 4 zlate in 2 srebrni. Najslabša uvrstitev torej drugo mesto. Poleg tega je osvojila tudi svetovni pokal.",1,positive
"Važno, da se ne piše več o Ultri, o utajevanju davkov in molženju
države preko raznih razpisov s strani političnih firm. To sploh
nikogar ne zanima.",-1,negative
"Ne vem, zakaj so porabili 10' časa na Dnevniku, ko pa je tip povedal le: Jebite se!...",-1,negative
"Pa pravijo , da rdeči komunisti niso lepi in pametni.
Res nam je to v ponos.",-1,negative
"Ampak: pred kom ali čim bežijo begunci in emigranti?
Pred evropskimi vojaki? Ne, bežijo pred lastnimi ljudmi, pred zločinci, ki ubijajo v imenu - česa že?

Seveda....ampak g.kromo-som....vse to je produkt naše zahodne kolonialno-imperialistične politike na teh področjih.Če USA-EU-CIA-VATIKAN ne bi širili svoje t.i.demokracije na ta področja...potem seveda tudi vojne ne bi bilo.Ne beguncev.",-1,negative
Dobra praksa je ameriška. Rdečkarje so strpali v rezervate!,-1,negative
"Glede na to, kako Merklova izgleda, očitno zadnje noči ne spijo veliko...",-1,negative
Danes je bog viola,1,positive
pa ce ze dela neke analize toti Aco naj vsaj primerja sliki iz istega zornega kota... ker taka analiza pa res ne govori njemu v prid...,-1,negative
Too Prevc!  1:),1,positive
"Cel svet je navdušen nad uspehi Tine,samo Slovenci (nekateri) ne bodo nikoli cenili njenih uspehov in doseškov.Tina hvala da si mi s svojimi uspehi polepšala marsikateri dan.",1,positive
"Vau...izgleda ful težek super-g. Tista, ki bo prišla do cilja bo očitno osvojila medaljo :)",1,positive
"Zgodovina je najboljša učiteljica: ""Ko Amerika kihne, se prehladi
pol sveta"". Obe najbolj znani ameriški depresiji ('29-'33 in
'37-'38) sta se prenesli tudi na močno povezano evropsko ekonomijo.
Žal s(m)o bili redki tisti, ki so že v letu 2007 opozarjali na
prihajajočo depresijo (ne recesijo). Posluha praktično ni
bilo.
Gospodarstva so vse bolj globalizirana in pretirane zaostritve
odnosov si malokdo želi. Rusko-ukrajinska kriza ni samo povzročila
ponovitve oblike 'hladne vojne', ampak bo nedvomno vplivala tudi na
skupne projekte (Južni tok..), pomembna izvozna podjetja
(farmacija, logistika in distribucija, kemija,..) in naložbe
(privatizacija, turizem, ind. jekla, bančništvo,..). Upajmo, da čim
manj, kajti naša država in gospodarstvo nista v najboljši
formi.
Dobro bi bilo, če bi si karikaturo ogledal tudi naš zunanji
minister...",-1,negative
"Vonnova,ki mi osebno ni vsec( njen karakter) je dokazala,da je ena najboljsih smucark vseh cajtov.Rezultati kazejo na to.Vecina pa tako ne zna objektivno gledat na stvari,pa znate samo minuse talat,ce nekdo izrazo drugacno mnenje,se posebej,ce ni Mazejevi v prid. Ne vem kaj je Mazejeva( ki je vrhusnka smucarka) delala ,da ji ne gre prevec dobro v tej sezoni,upam,da bodo rezultati se prisli,ampak glede ,da je Vonnova zdravila 10 mesecov takole poskobo in da je blizu ali pa pred Mazejevo,potem se sprasujem,kaj je slednja delala v pripravljalnem obdobju...",-1,negative
"Ni vazno,samo da uno doli redno maze.",-1,negative
"No, to pa ne gre. Družbe v državni lasti menda po novem zavezuje zakon o informacijah javnega značaja....al se motim?",1,positive
